Category,Number of Records,Order Date,Sales Target,Segment
Technology,1,03-04-2018,258,Consumer
Technology,1,03-04-2018,493,Corporate
Technology,1,03-04-2018,1599,Home Office
Office Supplies,1,04-04-2018,594,Consumer
Office Supplies,1,04-04-2018,399,Corporate
Office Supplies,1,05-04-2018,22,Consumer
Office Supplies,1,05-04-2018,58,Home Office
Furniture,1,06-04-2018,273,Consumer
Office Supplies,1,06-04-2018,446,Consumer
Technology,1,06-04-2018,292,Consumer
Furniture,1,07-04-2018,933,Consumer
Office Supplies,1,07-04-2018,501,Consumer
Office Supplies,1,07-04-2018,1510,Corporate
Office Supplies,1,07-04-2018,405,Home Office
Technology,1,07-04-2018,312,Consumer
Technology,1,07-04-2018,188,Home Office
Furniture,1,08-04-2018,199,Consumer
Office Supplies,1,08-04-2018,363,Consumer
Office Supplies,1,09-04-2018,1625,Consumer
Office Supplies,1,09-04-2018,55,Corporate
Office Supplies,1,09-04-2018,21,Home Office
Technology,1,09-04-2018,251,Home Office
Furniture,1,10-04-2018,1179,Corporate
Office Supplies,1,10-04-2018,89,Consumer
Office Supplies,1,10-04-2018,191,Corporate
Office Supplies,1,10-04-2018,84,Home Office
Technology,1,10-04-2018,1108,Consumer
Technology,1,10-04-2018,676,Corporate
Office Supplies,1,11-04-2018,35,Corporate
Technology,1,11-04-2018,211,Consumer
Office Supplies,1,12-04-2018,1651,Corporate
Office Supplies,1,12-04-2018,52,Home Office
Furniture,1,13-04-2018,148,Corporate
Office Supplies,1,13-04-2018,46,Consumer
Office Supplies,1,13-04-2018,456,Corporate
Technology,1,13-04-2018,1044,Home Office
Furniture,1,14-04-2018,523,Consumer
Furniture,1,14-04-2018,1468,Corporate
Office Supplies,1,14-04-2018,2275,Consumer
Office Supplies,1,14-04-2018,866,Corporate
Technology,1,14-04-2018,54,Corporate
Furniture,1,15-04-2018,831,Corporate
Office Supplies,1,15-04-2018,450,Consumer
Office Supplies,1,15-04-2018,680,Corporate
Technology,1,15-04-2018,651,Consumer
Furniture,1,16-04-2018,1086,Corporate
Office Supplies,1,16-04-2018,94,Consumer
Office Supplies,1,16-04-2018,94,Corporate
Technology,1,16-04-2018,707,Corporate
Technology,1,16-04-2018,257,Home Office
Furniture,1,17-04-2018,169,Consumer
Furniture,1,17-04-2018,642,Corporate
Office Supplies,1,17-04-2018,626,Consumer
Office Supplies,1,17-04-2018,446,Corporate
Office Supplies,1,17-04-2018,232,Home Office
Technology,1,17-04-2018,845,Consumer
Technology,1,17-04-2018,1222,Corporate
Technology,1,17-04-2018,442,Home Office
Furniture,1,18-04-2018,83,Corporate
Office Supplies,1,18-04-2018,76,Consumer
Office Supplies,1,18-04-2018,114,Corporate
Furniture,1,19-04-2018,626,Consumer
Furniture,1,19-04-2018,188,Corporate
Office Supplies,1,19-04-2018,239,Consumer
Office Supplies,1,19-04-2018,34,Corporate
Office Supplies,1,19-04-2018,27,Home Office
Technology,1,19-04-2018,86,Consumer
Technology,1,20-04-2018,806,Corporate
Furniture,1,21-04-2018,1031,Consumer
Office Supplies,1,21-04-2018,962,Consumer
Technology,1,21-04-2018,1363,Consumer
Technology,1,21-04-2018,1723,Corporate
Furniture,1,22-04-2018,1217,Corporate
Office Supplies,1,22-04-2018,18,Corporate
Office Supplies,1,23-04-2018,22,Consumer
Technology,1,23-04-2018,1343,Consumer
Furniture,1,24-04-2018,1202,Consumer
Office Supplies,1,24-04-2018,1140,Consumer
Office Supplies,1,24-04-2018,282,Corporate
Technology,1,24-04-2018,2794,Consumer
Office Supplies,1,25-04-2018,206,Consumer
Office Supplies,1,25-04-2018,739,Corporate
Technology,1,25-04-2018,375,Home Office
Furniture,1,26-04-2018,862,Consumer
Furniture,1,26-04-2018,21,Corporate
Office Supplies,1,26-04-2018,313,Consumer
Office Supplies,1,26-04-2018,137,Corporate
Office Supplies,1,26-04-2018,44,Home Office
Technology,1,26-04-2018,648,Corporate
Furniture,1,28-04-2018,2334,Consumer
Furniture,1,28-04-2018,353,Corporate
Furniture,1,28-04-2018,756,Home Office
Office Supplies,1,28-04-2018,233,Corporate
Office Supplies,1,28-04-2018,230,Home Office
Technology,1,28-04-2018,45,Consumer
Technology,1,28-04-2018,2239,Home Office
Furniture,1,29-04-2018,84,Corporate
Technology,1,29-04-2018,825,Consumer
Furniture,1,30-04-2018,126,Consumer
Office Supplies,1,30-04-2018,228,Consumer
Office Supplies,1,30-04-2018,1063,Corporate
Furniture,1,01-05-2018,1868,Consumer
Furniture,1,01-05-2018,63,Home Office
Office Supplies,1,01-05-2018,188,Consumer
Office Supplies,1,01-05-2018,15,Home Office
Office Supplies,1,02-05-2018,847,Consumer
Office Supplies,1,02-05-2018,90,Home Office
Technology,1,02-05-2018,74,Consumer
Technology,1,02-05-2018,24,Home Office
Office Supplies,1,03-05-2018,900,Consumer
Office Supplies,1,03-05-2018,109,Corporate
Office Supplies,1,03-05-2018,889,Home Office
Technology,1,03-05-2018,127,Consumer
Office Supplies,1,05-05-2018,106,Consumer
Technology,1,05-05-2018,391,Consumer
Office Supplies,1,06-05-2018,68,Consumer
Furniture,1,07-05-2018,1156,Home Office
Office Supplies,1,07-05-2018,1236,Consumer
Office Supplies,1,07-05-2018,303,Home Office
Technology,1,07-05-2018,837,Home Office
Office Supplies,1,08-05-2018,383,Consumer
Office Supplies,1,08-05-2018,409,Corporate
Technology,1,08-05-2018,2883,Consumer
Technology,1,08-05-2018,1494,Corporate
Furniture,1,09-05-2018,655,Consumer
Office Supplies,1,09-05-2018,431,Consumer
Office Supplies,1,09-05-2018,117,Corporate
Office Supplies,1,09-05-2018,25,Home Office
Technology,1,09-05-2018,68,Consumer
Office Supplies,1,10-05-2018,281,Consumer
Office Supplies,1,10-05-2018,97,Home Office
Technology,1,10-05-2018,130,Consumer
Office Supplies,1,12-05-2018,1755,Consumer
Office Supplies,1,12-05-2018,154,Corporate
Office Supplies,1,12-05-2018,159,Home Office
Technology,1,12-05-2018,362,Consumer
Office Supplies,1,13-05-2018,96,Consumer
Office Supplies,1,13-05-2018,66,Corporate
Office Supplies,1,14-05-2018,370,Consumer
Furniture,1,15-05-2018,999,Consumer
Office Supplies,1,15-05-2018,45,Consumer
Office Supplies,1,15-05-2018,128,Corporate
Technology,1,15-05-2018,62,Corporate
Furniture,1,16-05-2018,980,Consumer
Furniture,1,16-05-2018,1023,Home Office
Office Supplies,1,16-05-2018,2129,Consumer
Office Supplies,1,16-05-2018,101,Home Office
Technology,1,16-05-2018,1730,Consumer
Office Supplies,1,17-05-2018,139,Consumer
Office Supplies,1,17-05-2018,89,Corporate
Technology,1,17-05-2018,432,Consumer
Office Supplies,1,19-05-2018,1057,Consumer
Office Supplies,1,19-05-2018,160,Corporate
Office Supplies,1,19-05-2018,736,Home Office
Technology,1,19-05-2018,258,Consumer
Furniture,1,20-05-2018,812,Consumer
Office Supplies,1,20-05-2018,312,Consumer
Technology,1,20-05-2018,859,Consumer
Furniture,1,21-05-2018,156,Consumer
Office Supplies,1,21-05-2018,191,Consumer
Office Supplies,1,21-05-2018,122,Corporate
Technology,1,21-05-2018,73,Corporate
Office Supplies,1,22-05-2018,975,Consumer
Office Supplies,1,23-05-2018,1259,Consumer
Office Supplies,1,23-05-2018,213,Corporate
Furniture,1,24-05-2018,298,Corporate
Office Supplies,1,24-05-2018,347,Consumer
Office Supplies,1,24-05-2018,300,Corporate
Office Supplies,1,24-05-2018,1472,Home Office
Technology,1,24-05-2018,647,Consumer
Technology,1,24-05-2018,875,Corporate
Furniture,1,26-05-2018,1178,Consumer
Furniture,1,26-05-2018,312,Home Office
Office Supplies,1,26-05-2018,167,Consumer
Office Supplies,1,26-05-2018,128,Home Office
Technology,1,26-05-2018,1053,Consumer
Furniture,1,27-05-2018,603,Consumer
Office Supplies,1,27-05-2018,43,Consumer
Office Supplies,1,27-05-2018,255,Corporate
Technology,1,27-05-2018,981,Corporate
Office Supplies,1,28-05-2018,220,Consumer
Technology,1,28-05-2018,43,Consumer
Furniture,1,29-05-2018,1685,Consumer
Office Supplies,1,29-05-2018,567,Consumer
Office Supplies,1,29-05-2018,1435,Home Office
Technology,1,29-05-2018,926,Consumer
Technology,1,29-05-2018,215,Home Office
Office Supplies,1,30-05-2018,1483,Corporate
Office Supplies,1,30-05-2018,214,Home Office
Technology,1,30-05-2018,550,Corporate
Technology,1,31-05-2018,789,Corporate
Office Supplies,1,02-06-2018,235,Consumer
Office Supplies,1,02-06-2018,222,Corporate
Technology,1,02-06-2018,1349,Corporate
Furniture,1,03-06-2018,514,Consumer
Office Supplies,1,03-06-2018,2797,Consumer
Office Supplies,1,03-06-2018,346,Corporate
Office Supplies,1,03-06-2018,42,Home Office
Furniture,1,04-06-2018,576,Consumer
Furniture,1,04-06-2018,4189,Corporate
Office Supplies,1,04-06-2018,135,Consumer
Office Supplies,1,04-06-2018,613,Corporate
Office Supplies,1,04-06-2018,585,Home Office
Technology,1,04-06-2018,451,Corporate
Technology,1,04-06-2018,697,Home Office
Office Supplies,1,05-06-2018,350,Consumer
Office Supplies,1,05-06-2018,64,Corporate
Technology,1,05-06-2018,1249,Consumer
Furniture,1,06-06-2018,1615,Consumer
Office Supplies,1,06-06-2018,607,Consumer
Technology,1,06-06-2018,377,Consumer
Furniture,1,07-06-2018,948,Consumer
Office Supplies,1,07-06-2018,543,Consumer
Office Supplies,1,07-06-2018,118,Home Office
Office Supplies,1,08-06-2018,44,Consumer
Technology,1,08-06-2018,631,Consumer
Furniture,1,09-06-2018,1415,Consumer
Office Supplies,1,09-06-2018,539,Consumer
Office Supplies,1,09-06-2018,1824,Corporate
Office Supplies,1,09-06-2018,525,Home Office
Technology,1,09-06-2018,2211,Consumer
Technology,1,09-06-2018,812,Corporate
Furniture,1,10-06-2018,1421,Corporate
Office Supplies,1,10-06-2018,496,Consumer
Office Supplies,1,10-06-2018,671,Corporate
Technology,1,10-06-2018,1563,Consumer
Technology,1,10-06-2018,4432,Corporate
Furniture,1,11-06-2018,422,Corporate
Furniture,1,11-06-2018,586,Home Office
Office Supplies,1,11-06-2018,968,Consumer
Office Supplies,1,11-06-2018,471,Corporate
Office Supplies,1,11-06-2018,60,Home Office
Technology,1,11-06-2018,1530,Consumer
Technology,1,11-06-2018,529,Home Office
Furniture,1,12-06-2018,820,Corporate
Office Supplies,1,12-06-2018,144,Consumer
Office Supplies,1,12-06-2018,823,Corporate
Technology,1,12-06-2018,1325,Consumer
Technology,1,12-06-2018,134,Corporate
Furniture,1,13-06-2018,367,Consumer
Office Supplies,1,13-06-2018,272,Consumer
Office Supplies,1,13-06-2018,42,Corporate
Technology,1,13-06-2018,148,Corporate
Furniture,1,14-06-2018,2040,Consumer
Office Supplies,1,14-06-2018,203,Consumer
Office Supplies,1,15-06-2018,107,Consumer
Furniture,1,16-06-2018,277,Consumer
Furniture,1,16-06-2018,78,Home Office
Office Supplies,1,16-06-2018,211,Consumer
Office Supplies,1,16-06-2018,142,Corporate
Technology,1,16-06-2018,453,Consumer
Technology,1,16-06-2018,193,Corporate
Furniture,1,17-06-2018,37,Consumer
Furniture,1,17-06-2018,2326,Corporate
Office Supplies,1,17-06-2018,134,Consumer
Office Supplies,1,17-06-2018,928,Corporate
Technology,1,17-06-2018,1915,Corporate
Furniture,1,18-06-2018,33,Consumer
Furniture,1,18-06-2018,231,Corporate
Furniture,1,18-06-2018,216,Home Office
Office Supplies,1,18-06-2018,2893,Consumer
Office Supplies,1,18-06-2018,2022,Corporate
Office Supplies,1,18-06-2018,850,Home Office
Technology,1,18-06-2018,556,Consumer
Technology,1,18-06-2018,1024,Corporate
Technology,1,18-06-2018,321,Home Office
Furniture,1,19-06-2018,1469,Corporate
Office Supplies,1,19-06-2018,45,Consumer
Office Supplies,1,19-06-2018,239,Home Office
Technology,1,19-06-2018,150,Corporate
Technology,1,19-06-2018,1800,Home Office
Furniture,1,20-06-2018,87,Corporate
Office Supplies,1,20-06-2018,1009,Consumer
Office Supplies,1,20-06-2018,20,Corporate
Technology,1,20-06-2018,588,Corporate
Furniture,1,21-06-2018,767,Corporate
Furniture,1,21-06-2018,663,Home Office
Office Supplies,1,21-06-2018,114,Consumer
Office Supplies,1,21-06-2018,197,Corporate
Technology,1,21-06-2018,86,Consumer
Office Supplies,1,22-06-2018,77,Corporate
Office Supplies,1,22-06-2018,467,Home Office
Furniture,1,23-06-2018,932,Consumer
Furniture,1,23-06-2018,143,Corporate
Office Supplies,1,23-06-2018,196,Consumer
Office Supplies,1,23-06-2018,117,Corporate
Office Supplies,1,23-06-2018,33,Home Office
Furniture,1,24-06-2018,782,Consumer
Office Supplies,1,24-06-2018,589,Consumer
Office Supplies,1,24-06-2018,396,Corporate
Office Supplies,1,24-06-2018,300,Home Office
Technology,1,24-06-2018,7028,Consumer
Technology,1,24-06-2018,219,Home Office
Furniture,1,25-06-2018,373,Consumer
Furniture,1,25-06-2018,1909,Home Office
Office Supplies,1,25-06-2018,118,Consumer
Office Supplies,1,25-06-2018,650,Corporate
Office Supplies,1,25-06-2018,135,Home Office
Technology,1,25-06-2018,1780,Consumer
Technology,1,25-06-2018,636,Corporate
Furniture,1,26-06-2018,315,Consumer
Furniture,1,26-06-2018,231,Home Office
Office Supplies,1,26-06-2018,142,Consumer
Office Supplies,1,26-06-2018,1036,Corporate
Office Supplies,1,26-06-2018,1453,Home Office
Technology,1,26-06-2018,860,Consumer
Technology,1,26-06-2018,4158,Corporate
Furniture,1,27-06-2018,396,Consumer
Furniture,1,27-06-2018,577,Corporate
Furniture,1,27-06-2018,1301,Home Office
Office Supplies,1,27-06-2018,594,Consumer
Office Supplies,1,27-06-2018,697,Corporate
Office Supplies,1,27-06-2018,166,Home Office
Technology,1,27-06-2018,338,Consumer
Technology,1,27-06-2018,1559,Home Office
Office Supplies,1,28-06-2018,44,Home Office
Furniture,1,29-06-2018,1420,Consumer
Office Supplies,1,29-06-2018,84,Consumer
Technology,1,29-06-2018,727,Consumer
Furniture,1,30-06-2018,431,Corporate
Furniture,1,30-06-2018,1307,Home Office
Office Supplies,1,30-06-2018,196,Consumer
Office Supplies,1,30-06-2018,976,Corporate
Office Supplies,1,30-06-2018,847,Home Office
Technology,1,30-06-2018,917,Home Office
Office Supplies,1,01-07-2018,516,Consumer
Office Supplies,1,01-07-2018,657,Corporate
Technology,1,01-07-2018,52,Consumer
Technology,1,01-07-2018,656,Corporate
Furniture,1,02-07-2018,980,Consumer
Office Supplies,1,02-07-2018,428,Consumer
Office Supplies,1,02-07-2018,101,Home Office
Furniture,1,03-07-2018,885,Consumer
Furniture,1,03-07-2018,120,Corporate
Office Supplies,1,03-07-2018,1387,Consumer
Office Supplies,1,03-07-2018,230,Home Office
Technology,1,03-07-2018,2723,Consumer
Office Supplies,1,04-07-2018,337,Consumer
Office Supplies,1,04-07-2018,9,Corporate
Technology,1,04-07-2018,777,Consumer
Furniture,1,05-07-2018,127,Home Office
Office Supplies,1,05-07-2018,576,Consumer
Technology,1,05-07-2018,2092,Home Office
Furniture,1,07-07-2018,790,Consumer
Furniture,1,07-07-2018,116,Corporate
Office Supplies,1,07-07-2018,212,Consumer
Office Supplies,1,07-07-2018,303,Corporate
Technology,1,07-07-2018,46,Corporate
Office Supplies,1,08-07-2018,43,Corporate
Technology,1,09-07-2018,2460,Consumer
Furniture,1,10-07-2018,1347,Corporate
Office Supplies,1,10-07-2018,260,Consumer
Technology,1,10-07-2018,746,Corporate
Furniture,1,11-07-2018,484,Corporate
Office Supplies,1,11-07-2018,1247,Consumer
Technology,1,11-07-2018,328,Consumer
Office Supplies,1,12-07-2018,813,Consumer
Technology,1,12-07-2018,763,Consumer
Office Supplies,1,13-07-2018,23,Consumer
Technology,1,13-07-2018,188,Consumer
Furniture,1,14-07-2018,337,Consumer
Office Supplies,1,14-07-2018,1123,Consumer
Office Supplies,1,14-07-2018,70,Home Office
Technology,1,14-07-2018,4517,Consumer
Office Supplies,1,15-07-2018,80,Home Office
Technology,1,15-07-2018,188,Consumer
Technology,1,15-07-2018,497,Home Office
Furniture,1,16-07-2018,795,Consumer
Furniture,1,16-07-2018,777,Home Office
Office Supplies,1,16-07-2018,43,Consumer
Office Supplies,1,16-07-2018,289,Corporate
Office Supplies,1,16-07-2018,1581,Home Office
Technology,1,16-07-2018,479,Consumer
Technology,1,16-07-2018,56,Corporate
Technology,1,16-07-2018,282,Home Office
Technology,1,17-07-2018,67,Corporate
Furniture,1,18-07-2018,625,Consumer
Furniture,1,18-07-2018,1162,Corporate
Technology,1,18-07-2018,492,Corporate
Furniture,1,19-07-2018,656,Consumer
Office Supplies,1,19-07-2018,790,Consumer
Office Supplies,1,21-07-2018,68,Consumer
Office Supplies,1,22-07-2018,559,Consumer
Office Supplies,1,22-07-2018,174,Corporate
Technology,1,22-07-2018,1013,Consumer
Furniture,1,24-07-2018,209,Home Office
Office Supplies,1,24-07-2018,103,Consumer
Office Supplies,1,24-07-2018,211,Corporate
Office Supplies,1,24-07-2018,1444,Home Office
Technology,1,24-07-2018,808,Home Office
Office Supplies,1,25-07-2018,894,Corporate
Furniture,1,26-07-2018,2193,Corporate
Furniture,1,26-07-2018,151,Home Office
Office Supplies,1,26-07-2018,367,Home Office
Technology,1,27-07-2018,124,Corporate
Furniture,1,28-07-2018,910,Consumer
Office Supplies,1,28-07-2018,838,Consumer
Office Supplies,1,28-07-2018,57,Corporate
Technology,1,28-07-2018,285,Home Office
Office Supplies,1,29-07-2018,44,Consumer
Office Supplies,1,29-07-2018,233,Corporate
Office Supplies,1,29-07-2018,498,Home Office
Technology,1,29-07-2018,486,Corporate
Furniture,1,30-07-2018,305,Consumer
Furniture,1,30-07-2018,511,Corporate
Furniture,1,30-07-2018,1242,Home Office
Office Supplies,1,30-07-2018,493,Consumer
Office Supplies,1,30-07-2018,382,Corporate
Office Supplies,1,30-07-2018,214,Home Office
Technology,1,30-07-2018,878,Consumer
Technology,1,30-07-2018,2805,Corporate
Furniture,1,31-07-2018,193,Consumer
Office Supplies,1,31-07-2018,145,Consumer
Office Supplies,1,31-07-2018,2291,Corporate
Office Supplies,1,31-07-2018,115,Home Office
Technology,1,31-07-2018,599,Consumer
Furniture,1,01-08-2018,163,Consumer
Office Supplies,1,01-08-2018,174,Consumer
Office Supplies,1,01-08-2018,48,Corporate
Furniture,1,02-08-2018,1641,Consumer
Furniture,1,02-08-2018,1197,Home Office
Office Supplies,1,02-08-2018,1190,Consumer
Office Supplies,1,02-08-2018,47,Corporate
Office Supplies,1,02-08-2018,725,Home Office
Technology,1,02-08-2018,2127,Consumer
Technology,1,02-08-2018,1956,Corporate
Technology,1,02-08-2018,2916,Home Office
Office Supplies,1,03-08-2018,52,Consumer
Office Supplies,1,03-08-2018,116,Corporate
Technology,1,03-08-2018,231,Consumer
Furniture,1,04-08-2018,654,Consumer
Furniture,1,04-08-2018,2729,Corporate
Office Supplies,1,04-08-2018,3021,Consumer
Office Supplies,1,04-08-2018,626,Corporate
Office Supplies,1,04-08-2018,284,Home Office
Technology,1,04-08-2018,1828,Consumer
Technology,1,04-08-2018,1279,Home Office
Furniture,1,05-08-2018,1055,Corporate
Office Supplies,1,05-08-2018,1019,Consumer
Office Supplies,1,05-08-2018,83,Corporate
Technology,1,05-08-2018,1214,Consumer
Technology,1,05-08-2018,265,Corporate
Furniture,1,06-08-2018,1914,Corporate
Office Supplies,1,06-08-2018,1099,Consumer
Office Supplies,1,06-08-2018,1086,Corporate
Office Supplies,1,06-08-2018,289,Home Office
Technology,1,06-08-2018,2055,Consumer
Technology,1,06-08-2018,3390,Corporate
Furniture,1,07-08-2018,1403,Corporate
Furniture,1,07-08-2018,705,Home Office
Office Supplies,1,07-08-2018,797,Consumer
Office Supplies,1,07-08-2018,703,Corporate
Office Supplies,1,07-08-2018,1510,Home Office
Technology,1,07-08-2018,577,Consumer
Technology,1,07-08-2018,1914,Corporate
Furniture,1,08-08-2018,1136,Consumer
Furniture,1,08-08-2018,258,Corporate
Office Supplies,1,08-08-2018,1089,Consumer
Office Supplies,1,08-08-2018,56,Corporate
Office Supplies,1,08-08-2018,910,Home Office
Technology,1,08-08-2018,2945,Consumer
Technology,1,08-08-2018,292,Corporate
Furniture,1,09-08-2018,221,Consumer
Office Supplies,1,09-08-2018,419,Consumer
Office Supplies,1,09-08-2018,526,Home Office
Technology,1,09-08-2018,1162,Consumer
Furniture,1,11-08-2018,38,Consumer
Furniture,1,11-08-2018,564,Corporate
Furniture,1,11-08-2018,788,Home Office
Office Supplies,1,11-08-2018,650,Consumer
Office Supplies,1,11-08-2018,275,Corporate
Office Supplies,1,11-08-2018,2275,Home Office
Technology,1,11-08-2018,221,Consumer
Technology,1,11-08-2018,6732,Corporate
Technology,1,11-08-2018,841,Home Office
Furniture,1,12-08-2018,777,Consumer
Furniture,1,12-08-2018,57,Corporate
Furniture,1,12-08-2018,203,Home Office
Office Supplies,1,12-08-2018,931,Consumer
Office Supplies,1,12-08-2018,635,Corporate
Office Supplies,1,12-08-2018,1715,Home Office
Technology,1,12-08-2018,901,Consumer
Technology,1,12-08-2018,636,Home Office
Furniture,1,13-08-2018,1145,Consumer
Furniture,1,13-08-2018,161,Corporate
Office Supplies,1,13-08-2018,1116,Consumer
Office Supplies,1,13-08-2018,2131,Corporate
Office Supplies,1,13-08-2018,278,Home Office
Technology,1,13-08-2018,130,Consumer
Technology,1,13-08-2018,2495,Corporate
Furniture,1,14-08-2018,199,Consumer
Office Supplies,1,14-08-2018,1095,Consumer
Office Supplies,1,14-08-2018,121,Corporate
Office Supplies,1,14-08-2018,294,Home Office
Technology,1,14-08-2018,2565,Consumer
Technology,1,14-08-2018,1674,Home Office
Furniture,1,15-08-2018,205,Consumer
Office Supplies,1,15-08-2018,856,Consumer
Office Supplies,1,15-08-2018,298,Corporate
Office Supplies,1,15-08-2018,28,Home Office
Technology,1,15-08-2018,3875,Consumer
Furniture,1,16-08-2018,149,Corporate
Furniture,1,16-08-2018,295,Home Office
Office Supplies,1,16-08-2018,604,Consumer
Office Supplies,1,16-08-2018,481,Corporate
Office Supplies,1,16-08-2018,300,Home Office
Technology,1,16-08-2018,2116,Corporate
Furniture,1,18-08-2018,555,Consumer
Office Supplies,1,18-08-2018,2317,Consumer
Office Supplies,1,18-08-2018,247,Corporate
Office Supplies,1,18-08-2018,116,Home Office
Technology,1,18-08-2018,1196,Consumer
Furniture,1,19-08-2018,1244,Corporate
Office Supplies,1,19-08-2018,560,Consumer
Office Supplies,1,19-08-2018,1596,Corporate
Office Supplies,1,19-08-2018,289,Home Office
Technology,1,19-08-2018,1776,Consumer
Technology,1,19-08-2018,87,Corporate
Furniture,1,20-08-2018,758,Consumer
Furniture,1,20-08-2018,147,Home Office
Office Supplies,1,20-08-2018,157,Consumer
Office Supplies,1,20-08-2018,529,Corporate
Office Supplies,1,20-08-2018,663,Home Office
Technology,1,20-08-2018,212,Corporate
Furniture,1,21-08-2018,550,Corporate
Furniture,1,21-08-2018,1065,Home Office
Office Supplies,1,21-08-2018,865,Consumer
Office Supplies,1,21-08-2018,147,Corporate
Office Supplies,1,21-08-2018,352,Home Office
Technology,1,21-08-2018,674,Consumer
Technology,1,21-08-2018,39,Home Office
Furniture,1,22-08-2018,1986,Consumer
Furniture,1,22-08-2018,399,Corporate
Furniture,1,22-08-2018,404,Home Office
Office Supplies,1,22-08-2018,793,Consumer
Office Supplies,1,22-08-2018,1295,Corporate
Office Supplies,1,22-08-2018,23,Home Office
Technology,1,22-08-2018,2121,Consumer
Technology,1,22-08-2018,1008,Corporate
Technology,1,22-08-2018,43,Home Office
Furniture,1,23-08-2018,290,Consumer
Office Supplies,1,23-08-2018,363,Consumer
Technology,1,23-08-2018,813,Consumer
Office Supplies,1,24-08-2018,132,Consumer
Furniture,1,25-08-2018,838,Home Office
Office Supplies,1,25-08-2018,2152,Consumer
Office Supplies,1,25-08-2018,162,Corporate
Office Supplies,1,25-08-2018,35,Home Office
Technology,1,25-08-2018,129,Consumer
Technology,1,25-08-2018,1104,Corporate
Furniture,1,26-08-2018,700,Corporate
Office Supplies,1,26-08-2018,357,Consumer
Office Supplies,1,26-08-2018,200,Corporate
Office Supplies,1,26-08-2018,57,Home Office
Technology,1,26-08-2018,165,Consumer
Technology,1,26-08-2018,436,Corporate
Furniture,1,27-08-2018,151,Consumer
Office Supplies,1,27-08-2018,268,Consumer
Office Supplies,1,27-08-2018,815,Corporate
Office Supplies,1,27-08-2018,290,Home Office
Technology,1,27-08-2018,558,Corporate
Furniture,1,28-08-2018,738,Home Office
Office Supplies,1,28-08-2018,721,Consumer
Office Supplies,1,28-08-2018,36,Corporate
Office Supplies,1,28-08-2018,476,Home Office
Technology,1,28-08-2018,198,Consumer
Technology,1,28-08-2018,740,Corporate
Technology,1,28-08-2018,1045,Home Office
Furniture,1,29-08-2018,2516,Consumer
Office Supplies,1,29-08-2018,1247,Consumer
Office Supplies,1,29-08-2018,478,Corporate
Office Supplies,1,29-08-2018,20,Home Office
Technology,1,29-08-2018,1508,Consumer
Technology,1,29-08-2018,73,Corporate
Technology,1,29-08-2018,5867,Home Office
Furniture,1,30-08-2018,2343,Consumer
Office Supplies,1,30-08-2018,180,Consumer
Office Supplies,1,30-08-2018,339,Corporate
Office Supplies,1,31-08-2018,44,Home Office
Furniture,1,01-09-2018,77,Consumer
Office Supplies,1,01-09-2018,681,Consumer
Office Supplies,1,01-09-2018,152,Corporate
Office Supplies,1,01-09-2018,1061,Home Office
Technology,1,01-09-2018,794,Consumer
Technology,1,01-09-2018,509,Corporate
Technology,1,01-09-2018,2566,Home Office
Furniture,1,02-09-2018,1143,Consumer
Furniture,1,02-09-2018,2305,Corporate
Office Supplies,1,02-09-2018,1280,Consumer
Office Supplies,1,02-09-2018,733,Corporate
Technology,1,02-09-2018,1933,Consumer
Technology,1,02-09-2018,104,Corporate
Furniture,1,03-09-2018,232,Consumer
Furniture,1,03-09-2018,298,Corporate
Office Supplies,1,03-09-2018,761,Consumer
Office Supplies,1,03-09-2018,319,Corporate
Technology,1,03-09-2018,303,Consumer
Technology,1,03-09-2018,1372,Corporate
Furniture,1,04-09-2018,2972,Consumer
Furniture,1,04-09-2018,1898,Home Office
Office Supplies,1,04-09-2018,905,Consumer
Office Supplies,1,04-09-2018,857,Corporate
Technology,1,04-09-2018,194,Consumer
Technology,1,04-09-2018,884,Corporate
Office Supplies,1,05-09-2018,1685,Consumer
Office Supplies,1,05-09-2018,91,Corporate
Office Supplies,1,05-09-2018,8,Home Office
Technology,1,05-09-2018,278,Home Office
Furniture,1,06-09-2018,1091,Consumer
Furniture,1,06-09-2018,1527,Home Office
Office Supplies,1,06-09-2018,1426,Consumer
Office Supplies,1,06-09-2018,43,Home Office
Technology,1,06-09-2018,2366,Consumer
Technology,1,06-09-2018,276,Corporate
Technology,1,06-09-2018,376,Home Office
Furniture,1,08-09-2018,1135,Consumer
Office Supplies,1,08-09-2018,134,Consumer
Office Supplies,1,08-09-2018,8036,Corporate
Office Supplies,1,08-09-2018,76,Home Office
Technology,1,08-09-2018,2084,Corporate
Furniture,1,09-09-2018,114,Consumer
Office Supplies,1,09-09-2018,39,Consumer
Office Supplies,1,09-09-2018,546,Corporate
Office Supplies,1,09-09-2018,448,Home Office
Technology,1,09-09-2018,915,Consumer
Furniture,1,10-09-2018,55,Corporate
Office Supplies,1,10-09-2018,475,Consumer
Office Supplies,1,10-09-2018,16,Corporate
Technology,1,10-09-2018,192,Consumer
Technology,1,10-09-2018,769,Corporate
Furniture,1,11-09-2018,2341,Corporate
Office Supplies,1,11-09-2018,1222,Consumer
Office Supplies,1,11-09-2018,918,Corporate
Office Supplies,1,11-09-2018,390,Home Office
Technology,1,11-09-2018,529,Consumer
Technology,1,11-09-2018,599,Corporate
Technology,1,11-09-2018,444,Home Office
